position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude,words,stop_words,stemmed_words,processed
25,DamaiNegeriku1,1.14e+18,Alex Stefanus (@alexstefanus) / X,"Tempat pelarian pemilik Wanaartha Life Evelina Pietruschka, Manfred Pietruschka & Reza Pietruschka di AS sdh diketahui, sdh msk DPO Interpol jg tp kokÂ ...",['Wanaartha Life'],https://twitter.com/alexstefanus,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Tempat', 'pelarian', 'pemilik', 'Wanaartha', 'Life', 'Evelina', 'Pietruschka', 'Manfred', 'Pietruschka', 'Reza', 'Pietruschka', 'di', 'AS', 'sdh', 'diketahui', 'sdh', 'msk', 'DPO', 'Interpol', 'jg', 'tp', 'kokÂ']","['Tempat', 'pelarian', 'pemilik', 'Wanaartha', 'Life', 'Evelina', 'Pietruschka', 'Manfred', 'Pietruschka', 'Reza', 'Pietruschka', '', 'AS', 'sdh', 'diketahui', 'sdh', 'msk', 'DPO', 'Interpol', 'jg', 'tp', 'kokÂ']","['tempat', 'lari', 'milik', 'wanaartha', 'life', 'evelina', 'pietruschka', 'manfred', 'pietruschka', 'reza', 'pietruschka', '', 'as', 'sdh', 'tahu', 'sdh', 'msk', 'dpo', 'interpol', 'jg', 'tp', 'kok']",tempat lari milik wanaartha life evelina pietruschka manfred pietruschka reza pietruschka  as sdh tahu sdh msk dpo interpol jg tp kok
26,Djams94471116,1.05e+18,theiconomic,Nasabah atau pemegang polis terus menuntut PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life) untuk membayarkan hak-hak mereka yang sudahÂ ...,['Wanaartha Life'],https://mobile.twitter.com/theiconomic/status/1528663597408063493,"GrahaPena,KebayoranLama12",Negatif,0,"Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia",-6.2150741,106.7777897,"['Nasabah', 'atau', 'pemegang', 'polis', 'terus', 'menuntut', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'Life', 'untuk', 'membayarkan', 'mereka', 'yang', 'sudahÂ']","['Nasabah', '', 'pemegang', 'polis', 'terus', 'menuntut', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'Life', '', 'membayarkan', '', '', 'sudahÂ']","['nasabah', '', 'pegang', 'polis', 'terus', 'tuntut', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', 'wanaartha', 'life', '', 'bayar', '', '', 'sudah']",nasabah  pegang polis terus tuntut pt asuransi jiwa adisarana wanaartha wanaartha life  bayar   sudah
27,rockycoway,791212273.0,detikcom,"Tim Likuidasi WanaArtha Life menggelar pertemuan bersama dengan direksi nonaktif dari perusahaan asuransi itu. Lalu, bagaimana hasilnya?",['WanaArtha Life'],https://mobile.twitter.com/detikcom/status/1651397338806591489,Borneo,Netral,2,"Borneo, Malinau, Kalimantan Utara, Indonesia",1.42965855,114.7405992,"['Tim', 'Likuidasi', 'WanaArtha', 'Life', 'menggelar', 'pertemuan', 'bersama', 'dengan', 'direksi', 'nonaktif', 'dari', 'perusahaan', 'asuransi', 'itu', 'Lalu', 'bagaimana', 'hasilnya']","['Tim', 'Likuidasi', 'WanaArtha', 'Life', 'menggelar', 'pertemuan', 'bersama', '', 'direksi', 'nonaktif', '', 'perusahaan', 'asuransi', '', 'Lalu', 'bagaimana', 'hasilnya']","['tim', 'likuidasi', 'wanaartha', 'life', 'gelar', 'temu', 'sama', '', 'direksi', 'nonaktif', '', 'usaha', 'asuransi', '', 'lalu', 'bagaimana', 'hasil']",tim likuidasi wanaartha life gelar temu sama  direksi nonaktif  usaha asuransi  lalu bagaimana hasil
28,BongBon93931084,1.08e+18,kontan news,WanaArtha Life resmi masuki bisnis DPLK https://t.co/GQ5ry5KN7o #DanaPensiun.,['WanaArtha Life'],https://twitter.com/KontanNews/status/1202535602379358209,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['WanaArtha', 'Life', 'resmi', 'masuki', 'bisnis', 'DPLK', 'https', 'DanaPensiun']","['WanaArtha', 'Life', 'resmi', 'masuki', 'bisnis', 'DPLK', 'https', 'DanaPensiun']","['wanaartha', 'life', 'resmi', 'masuk', 'bisnis', 'dplk', 'https', 'danapensiun']",wanaartha life resmi masuk bisnis dplk https danapensiun
29,GarangPutih,1.14e+18,"Duh! Likuidasi Wanaartha Mandek, OJK Kasih Saran Gini","Otoritas Jasa Keuangan membenarkan adanya kendala akses data nasabah PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life) yang menghambat proses likuidasi Â· 6:27 AM Â· Apr 17, 2023. Â·. 509. Views.",['Wanaartha Life'],https://twitter.com/cnbcindonesia/status/1647849141467480066,"Kalimantan Timur,Indonesia",Negatif,0,"Kalimantan Timur, Indonesia",0.7884397,116.2419977,"['Otoritas', 'Jasa', 'Keuangan', 'membenarkan', 'adanya', 'kendala', 'akses', 'data', 'nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'Life', 'yang', 'menghambat', 'proses', 'likuidasi', 'AM', 'Apr', 'Views']","['Otoritas', 'Jasa', 'Keuangan', 'membenarkan', 'adanya', 'kendala', 'akses', 'data', 'nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'Life', '', 'menghambat', 'proses', 'likuidasi', 'AM', 'Apr', 'Views']","['otoritas', 'jasa', 'uang', 'benar', 'ada', 'kendala', 'akses', 'data', 'nasabah', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', 'wanaartha', 'life', '', 'hambat', 'proses', 'likuidasi', 'am', 'apr', 'views']",otoritas jasa uang benar ada kendala akses data nasabah pt asuransi jiwa adisarana wanaartha wanaartha life  hambat proses likuidasi am apr views
30,luhan_uffo,558262930.0,detikcom,Nasabah WanaArtha Life mengeluhkan proses likuidasi yang mandek dan belum kembalinya uang. Bagaimana ceritanya? https://t.co/r5LCImmsBU.,['WanaArtha Life'],https://mobile.twitter.com/detikcom/status/1651379632560836610,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Nasabah', 'WanaArtha', 'Life', 'mengeluhkan', 'proses', 'likuidasi', 'yang', 'mandek', 'dan', 'belum', 'kembalinya', 'uang', 'Bagaimana', 'ceritanya', 'https']","['Nasabah', 'WanaArtha', 'Life', 'mengeluhkan', 'proses', 'likuidasi', '', 'mandek', '', '', 'kembalinya', 'uang', 'Bagaimana', 'ceritanya', 'https']","['nasabah', 'wanaartha', 'life', 'keluh', 'proses', 'likuidasi', '', 'mandek', '', '', 'kembali', 'uang', 'bagaimana', 'cerita', 'https']",nasabah wanaartha life keluh proses likuidasi  mandek   kembali uang bagaimana cerita https
31,Nasution_eD,1.14e+18,DetikFinance,Nasabah asuransi jiwa WanaArtha Life melakukan aksi damai di depan Pengadilan Negeri Jakarta Pusat. Apa tuntutannya?,['WanaArtha Life'],https://mobile.twitter.com/detikfinance/status/1291608284298911744,"Banten,Indonesia",Netral,2,"Banten, Indonesia",-6.47800285,105.5410285,"['Nasabah', 'asuransi', 'jiwa', 'WanaArtha', 'Life', 'melakukan', 'aksi', 'damai', 'di', 'depan', 'Pengadilan', 'Negeri', 'Jakarta', 'Pusat', 'Apa', 'tuntutannya']","['Nasabah', 'asuransi', 'jiwa', 'WanaArtha', 'Life', 'melakukan', 'aksi', 'damai', '', 'depan', 'Pengadilan', 'Negeri', 'Jakarta', 'Pusat', 'Apa', 'tuntutannya']","['nasabah', 'asuransi', 'jiwa', 'wanaartha', 'life', 'laku', 'aksi', 'damai', '', 'depan', 'adil', 'negeri', 'jakarta', 'pusat', 'apa', 'tuntut']",nasabah asuransi jiwa wanaartha life laku aksi damai  depan adil negeri jakarta pusat apa tuntut
32,Gunarto55122771,1.1e+18,Voidotid,Manajemen PT Asuransi Jiwa Adisarana Wanaartha (WanaArtha Life) memastikan akan mengutamakan kepentingan nasabah atau pemegang polis.,['WanaArtha Life'],https://twitter.com/voidotid/status/1517652983491665920,"Makassar,Indonesia",Positif,1,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282,"['Manajemen', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'WanaArtha', 'Life', 'memastikan', 'akan', 'mengutamakan', 'kepentingan', 'nasabah', 'atau', 'pemegang', 'polis']","['Manajemen', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'WanaArtha', 'Life', 'memastikan', '', 'mengutamakan', 'kepentingan', 'nasabah', '', 'pemegang', 'polis']","['manajemen', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', 'wanaartha', 'life', 'pasti', '', 'utama', 'penting', 'nasabah', '', 'pegang', 'polis']",manajemen pt asuransi jiwa adisarana wanaartha wanaartha life pasti  utama penting nasabah  pegang polis
33,win_goes,1.15e+18,"Evelina Pietruschka Buron, Kok Bisa Zoom Korban ...","Evelina Larasati Fadil Pietruschka, salah satu pemegang saham pemilik (PSP) Wanaartha Life kabarnya pernah menghadiri audiensi virtual Â· 1:18 AM Â· Feb 8, 2023. Â·. 7,175. Views. 4. Reposts Â· 1. Quote.",['Wanaartha Life'],https://twitter.com/cnbcindonesia/status/1623129004629954563,"Jakarta Barat, DKI Jakarta",Negatif,0,"Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.16156235,106.7438912,"['Evelina', 'Larasati', 'Fadil', 'Pietruschka', 'salah', 'satu', 'pemegang', 'saham', 'pemilik', 'PSP', 'Wanaartha', 'Life', 'kabarnya', 'pernah', 'menghadiri', 'audiensi', 'virtual', 'AM', 'Feb', 'Views', 'Reposts', 'Quote']","['Evelina', 'Larasati', 'Fadil', 'Pietruschka', 'salah', 'satu', 'pemegang', 'saham', 'pemilik', 'PSP', 'Wanaartha', 'Life', 'kabarnya', 'pernah', 'menghadiri', 'audiensi', 'virtual', 'AM', 'Feb', 'Views', 'Reposts', 'Quote']","['evelina', 'larasati', 'fadil', 'pietruschka', 'salah', 'satu', 'pegang', 'saham', 'milik', 'psp', 'wanaartha', 'life', 'kabar', 'pernah', 'hadir', 'audiensi', 'virtual', 'am', 'feb', 'views', 'reposts', 'quote']",evelina larasati fadil pietruschka salah satu pegang saham milik psp wanaartha life kabar pernah hadir audiensi virtual am feb views reposts quote
34,aquanakmama,1.1e+18,Buron Kasus Wanaartha Diduga Sembunyi di Beverly Hills ...,"Buronan kasus WanaArtha Life, Evelina Fadil Pietruschka terindikasi bersembunyi di Beverly Hills, Amerika Serikat. 9:07 AM Â· Oct 13, 2023.",['WanaArtha Life'],https://twitter.com/cnbcindonesia/status/1712756922557042784,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Buronan', 'kasus', 'WanaArtha', 'Life', 'Evelina', 'Fadil', 'Pietruschka', 'terindikasi', 'bersembunyi', 'di', 'Beverly', 'Hills', 'Amerika', 'Serikat', 'AM', 'Oct']","['Buronan', 'kasus', 'WanaArtha', 'Life', 'Evelina', 'Fadil', 'Pietruschka', 'terindikasi', 'bersembunyi', '', 'Beverly', 'Hills', 'Amerika', 'Serikat', 'AM', 'Oct']","['buron', 'kasus', 'wanaartha', 'life', 'evelina', 'fadil', 'pietruschka', 'indikasi', 'sembunyi', '', 'beverly', 'hills', 'amerika', 'serikat', 'am', 'oct']",buron kasus wanaartha life evelina fadil pietruschka indikasi sembunyi  beverly hills amerika serikat am oct
35,DamaiNegeriku1,1.14e+18,Chanra (@Chanra25111696) / X,Otoritas Jasa Keuangan (OJK) terus mengawal proses likuidasi dua perusahaan asuransi gagal bayar PT Asuransi Adisarana Wanaartha (Wanaartha Life). 2. 2.,['Wanaartha Life'],https://twitter.com/Chanra25111696,"Jakarta Pusat,DKI Jakarta",Positif,1,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,"['Otoritas', 'Jasa', 'Keuangan', 'OJK', 'terus', 'mengawal', 'proses', 'likuidasi', 'dua', 'perusahaan', 'asuransi', 'gagal', 'bayar', 'PT', 'Asuransi', 'Adisarana', 'Wanaartha', 'Wanaartha', 'Life']","['Otoritas', 'Jasa', 'Keuangan', 'OJK', 'terus', 'mengawal', 'proses', 'likuidasi', '', 'perusahaan', 'asuransi', 'gagal', 'bayar', 'PT', 'Asuransi', 'Adisarana', 'Wanaartha', 'Wanaartha', 'Life']","['otoritas', 'jasa', 'uang', 'ojk', 'terus', 'awal', 'proses', 'likuidasi', '', 'usaha', 'asuransi', 'gagal', 'bayar', 'pt', 'asuransi', 'adisarana', 'wanaartha', 'wanaartha', 'life']",otoritas jasa uang ojk terus awal proses likuidasi  usaha asuransi gagal bayar pt asuransi adisarana wanaartha wanaartha life
36,Djams94471116,1.05e+18,kompas tv,Namun sejumlah korban PT WAL mempertanyakan nasibnya setelah izin usaha Wanaartha Life dicabut oleh OJK. Puluhan ribu korban yang jugaÂ ...,['Wanaartha Life'],https://twitter.com/KompasTV/status/1602584176582340608,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Namun', 'sejumlah', 'korban', 'PT', 'WAL', 'mempertanyakan', 'nasibnya', 'setelah', 'izin', 'usaha', 'Wanaartha', 'Life', 'dicabut', 'oleh', 'OJK', 'Puluhan', 'ribu', 'korban', 'yang', 'jugaÂ']","['Namun', 'sejumlah', 'korban', 'PT', 'WAL', 'mempertanyakan', 'nasibnya', '', 'izin', 'usaha', 'Wanaartha', 'Life', 'dicabut', '', 'OJK', 'Puluhan', 'ribu', 'korban', '', 'jugaÂ']","['namun', 'jumlah', 'korban', 'pt', 'wal', 'tanya', 'nasib', '', 'izin', 'usaha', 'wanaartha', 'life', 'cabut', '', 'ojk', 'puluh', 'ribu', 'korban', '', 'juga']",namun jumlah korban pt wal tanya nasib  izin usaha wanaartha life cabut  ojk puluh ribu korban  juga
37,BongBon93931084,1.08e+18,era2805 - Laksmi Merati,"... com/GQ1cjo Â· Laksmi Merati Â· @era2805. Â·. Sep 7, 2011. I'm at Graha WanaArtha Life (Mampang, Jl. Mampang Raya No. 76, Jakarta) http://4sq.com/oa0kC6.",['WanaArtha Life'],https://twitter.com/era2805,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Laksmi', 'Merati', 'Sep', 'I', 'at', 'Graha', 'WanaArtha', 'Life', 'Mampang', 'Jl', 'Mampang', 'Raya', 'No', 'Jakarta', 'http']","['Laksmi', 'Merati', 'Sep', 'I', 'at', 'Graha', 'WanaArtha', 'Life', 'Mampang', 'Jl', 'Mampang', 'Raya', 'No', 'Jakarta', 'http']","['laksmi', 'rat', 'sep', 'i', 'at', 'graha', 'wanaartha', 'life', 'mampang', 'jl', 'mampang', 'raya', 'no', 'jakarta', 'http']",laksmi rat sep i at graha wanaartha life mampang jl mampang raya no jakarta http
38,Nasution_eD,1.14e+18,YeniChubi - å“ä¿å¦,"... , Nasabah Menjerit & Putus Asa. Nasabah PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life/WAL) menjerit karena proses likuidasi terhambat, kok bisa?",['Wanaartha Life'],https://twitter.com/yenichubi,"Makassar,Indonesia",Negatif,0,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282,"['Nasabah', 'Menjerit', 'Putus', 'Asa', 'Nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'menjerit', 'karena', 'proses', 'likuidasi', 'terhambat', 'kok', 'bisa']","['Nasabah', 'Menjerit', 'Putus', 'Asa', 'Nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'Wanaartha', 'Wanaartha', 'menjerit', '', 'proses', 'likuidasi', 'terhambat', 'kok', '']","['nasabah', 'jerit', 'putus', 'asa', 'nasabah', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', 'wanaartha', 'jerit', '', 'proses', 'likuidasi', 'hambat', 'kok', '']",nasabah jerit putus asa nasabah pt asuransi jiwa adisarana wanaartha wanaartha jerit  proses likuidasi hambat kok 
39,win_goes,1.15e+18,Voidotid,Para pemegang polis atau nasabah PT Asuransi Jiwa Adisarana WanaArtha atau WanaArtha Life dan kalangan Dewan berharap agar persoalanÂ ...,['WanaArtha Life'],https://twitter.com/voidotid/status/1509033338941878274,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Para', 'pemegang', 'polis', 'atau', 'nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'WanaArtha', 'atau', 'WanaArtha', 'Life', 'dan', 'kalangan', 'Dewan', 'berharap', 'agar', 'persoalanÂ']","['Para', 'pemegang', 'polis', '', 'nasabah', 'PT', 'Asuransi', 'Jiwa', 'Adisarana', 'WanaArtha', '', 'WanaArtha', 'Life', '', 'kalangan', 'Dewan', 'berharap', '', 'persoalanÂ']","['para', 'pegang', 'polis', '', 'nasabah', 'pt', 'asuransi', 'jiwa', 'adisarana', 'wanaartha', '', 'wanaartha', 'life', '', 'kalang', 'dewan', 'harap', '', 'soal']",para pegang polis  nasabah pt asuransi jiwa adisarana wanaartha  wanaartha life  kalang dewan harap  soal
40,aquanakmama,1.1e+18,Duh! Duit Karyawan INCO yang Nyangkut di Wanaartha ...,"Duh! Duit Karyawan INCO yang Nyangkut di Wanaartha Rp 220 M. Korban Wanaartha Life kembali bertambah. 5:58 AM Â· Sep 7, 2022 Â· 1. Repost Â· 3. Quotes.",['Wanaartha Life'],https://twitter.com/cnbcindonesia/status/1567391872607490048,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539,"['Duh', 'Duit', 'Karyawan', 'INCO', 'yang', 'Nyangkut', 'di', 'Wanaartha', 'Rp', 'Korban', 'Wanaartha', 'Life', 'kembali', 'bertambah', 'AM', 'Sep', 'Repost', 'Quotes']","['Duh', 'Duit', 'Karyawan', 'INCO', '', 'Nyangkut', '', 'Wanaartha', 'Rp', 'Korban', 'Wanaartha', 'Life', '', 'bertambah', 'AM', 'Sep', 'Repost', 'Quotes']","['duh', 'duit', 'karyawan', 'inco', '', 'nyangkut', '', 'wanaartha', 'rp', 'korban', 'wanaartha', 'life', '', 'tambah', 'am', 'sep', 'repost', 'quotes']",duh duit karyawan inco  nyangkut  wanaartha rp korban wanaartha life  tambah am sep repost quotes
41,KontanNews,43799886.0,Rudy Limin (@rudylimin) / X,"Jeritan Korban Asuransi WanaArtha Life, Dimana Negara dan Kejaksaan? https://t.co/3xrdnaIML6.",['WanaArtha Life'],https://twitter.com/rudylimin,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Jeritan', 'Korban', 'Asuransi', 'WanaArtha', 'Life', 'Dimana', 'Negara', 'dan', 'Kejaksaan', 'https']","['Jeritan', 'Korban', 'Asuransi', 'WanaArtha', 'Life', 'Dimana', 'Negara', '', 'Kejaksaan', 'https']","['jerit', 'korban', 'asuransi', 'wanaartha', 'life', 'mana', 'negara', '', 'jaksa', 'https']",jerit korban asuransi wanaartha life mana negara  jaksa https
42,KontanNews,43799886.0,Wil Lauri (@lauri_wil) / X,"Buntut Polemik Asuransi WanaArtha Life, Muncul Wacana Pembubaran OJK - Suara Karya. Wacana pembubaran OJK muncul karena dalam kasus Asuransi terutamaÂ ...",['WanaArtha Life'],https://twitter.com/lauri_wil,"Palembang,Sumsel,Indonesia",Negatif,0,"Palembang, Sumatera Selatan",-2.9888297,104.756857,"['Buntut', 'Polemik', 'Asuransi', 'WanaArtha', 'Life', 'Muncul', 'Wacana', 'Pembubaran', 'OJK', 'Suara', 'Karya', 'Wacana', 'pembubaran', 'OJK', 'muncul', 'karena', 'dalam', 'kasus', 'Asuransi', 'terutamaÂ']","['Buntut', 'Polemik', 'Asuransi', 'WanaArtha', 'Life', 'Muncul', 'Wacana', 'Pembubaran', 'OJK', 'Suara', 'Karya', 'Wacana', 'pembubaran', 'OJK', 'muncul', '', '', 'kasus', 'Asuransi', 'terutamaÂ']","['buntut', 'polemik', 'asuransi', 'wanaartha', 'life', 'muncul', 'wacana', 'bubar', 'ojk', 'suara', 'karya', 'wacana', 'bubar', 'ojk', 'muncul', '', '', 'kasus', 'asuransi', 'utama']",buntut polemik asuransi wanaartha life muncul wacana bubar ojk suara karya wacana bubar ojk muncul   kasus asuransi utama
43,Listyanto9,7.39e+17,Robbie Chandra (@robbietjan) / X,"Jul 13, 2020 Â· https://keuangan.kontan.co.id/news/kejagung-masih-blokir-rekening-efek-agen-wanaartha-life-datangi-dprâ€¦ ",,,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Jul', 'https']","['Jul', 'https']","['jul', 'https']",jul https
44,arahdotcom,4848874949.0,Alex Stefanus,Kl dgn pembuktian Juniver Girsang (lawyer Wanaartha Life) di sidang keberatan lalu & @KejaksaanRI masih ajukan kasasi.. itu namanyaÂ ...,['Wanaartha Life'],https://twitter.com/alexstefanus/status/1448642035578126342,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['Kl', 'dgn', 'pembuktian', 'Juniver', 'Girsang', 'lawyer', 'Wanaartha', 'Life', 'di', 'sidang', 'keberatan', 'lalu', 'KejaksaanRI', 'masih', 'ajukan', 'kasasi', 'itu', 'namanyaÂ']","['Kl', 'dgn', 'pembuktian', 'Juniver', 'Girsang', 'lawyer', 'Wanaartha', 'Life', '', 'sidang', 'keberatan', 'lalu', 'KejaksaanRI', '', 'ajukan', 'kasasi', '', 'namanyaÂ']","['kl', 'dgn', 'bukti', 'juniver', 'girsang', 'lawyer', 'wanaartha', 'life', '', 'sidang', 'berat', 'lalu', 'kejaksaanri', '', 'aju', 'kasasi', '', 'nama']",kl dgn bukti juniver girsang lawyer wanaartha life  sidang berat lalu kejaksaanri  aju kasasi  nama
45,RakyatMerdeka99,7.12e+17,irvan rahardjo (@irvanrahardjo) / X,SERI BUKU ASURANSI : Robohnya Asuransi Kami - Bumiputera ( 2020),,,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,"['SERI', 'BUKU', 'ASURANSI', 'Robohnya', 'Asuransi', 'Kami', 'Bumiputera']","['SERI', 'BUKU', 'ASURANSI', 'Robohnya', 'Asuransi', 'Kami', 'Bumiputera']","['seri', 'buku', 'asuransi', 'roboh', 'asuransi', 'kami', 'bumiputera']",seri buku asuransi roboh asuransi kami bumiputera
46,GULINGKUSUT,173907219.0,Palmer Situmorang Ph.D,alexstefanus @rano_alfath Capek yah. Wanaartha Life sendiri yg rekening efek dan reksa dananya disita sdh datang meyampaikan keberatan pihakÂ ...,['Wanaartha Life'],https://mobile.twitter.com/palmersitumoran/status/1309349409721778176,"Kalimantan Tengah, Indonesia",Negatif,0,"Kalimantan Tengah, Indonesia",-1.499583,113.2903307,"['alexstefanus', 'Capek', 'yah', 'Wanaartha', 'Life', 'sendiri', 'yg', 'rekening', 'efek', 'dan', 'reksa', 'dananya', 'disita', 'sdh', 'datang', 'meyampaikan', 'keberatan', 'pihakÂ']","['alexstefanus', 'Capek', 'yah', 'Wanaartha', 'Life', 'sendiri', 'yg', 'rekening', 'efek', '', 'reksa', 'dananya', 'disita', 'sdh', 'datang', 'meyampaikan', 'keberatan', 'pihakÂ']","['alexstefanus', 'capek', 'yah', 'wanaartha', 'life', 'sendiri', 'yg', 'rekening', 'efek', '', 'reksa', 'dana', 'sita', 'sdh', 'datang', 'meyampaikan', 'berat', 'pihak']",alexstefanus capek yah wanaartha life sendiri yg rekening efek  reksa dana sita sdh datang meyampaikan berat pihak
47,KontanNews,43799886.0,rudyhandsome888 - rudy888,"Rekening Efek WanaArtha Life Masih Diblokir, Bagaimana Nasib Dana Nasabah? ... Rekening Wanaartha Life Masih Diblokir, Presdir Kembali Surati Nasabah httpÂ ...","['WanaArtha Life', 'Wanaartha Life']",https://twitter.com/rudyhandsome888,"Malang,JawaTimur",Negatif,0,"Malang, Jawa Timur, Indonesia",-8.10479815,112.6879872,"['Rekening', 'Efek', 'WanaArtha', 'Life', 'Masih', 'Diblokir', 'Bagaimana', 'Nasib', 'Dana', 'Nasabah', 'Rekening', 'Wanaartha', 'Life', 'Masih', 'Diblokir', 'Presdir', 'Kembali', 'Surati', 'Nasabah', 'httpÂ']","['Rekening', 'Efek', 'WanaArtha', 'Life', 'Masih', 'Diblokir', 'Bagaimana', 'Nasib', 'Dana', 'Nasabah', 'Rekening', 'Wanaartha', 'Life', 'Masih', 'Diblokir', 'Presdir', 'Kembali', 'Surati', 'Nasabah', 'httpÂ']","['rekening', 'efek', 'wanaartha', 'life', 'masih', 'blokir', 'bagaimana', 'nasib', 'dana', 'nasabah', 'rekening', 'wanaartha', 'life', 'masih', 'blokir', 'presdir', 'kembali', 'surati', 'nasabah', 'http']",rekening efek wanaartha life masih blokir bagaimana nasib dana nasabah rekening wanaartha life masih blokir presdir kembali surati nasabah http
